Sentence	MOR_Tier	Error_Flag
you got de [: the] bokkle [: bottle] &~uhn aren't we ?	pron|you-Prs-Nom-S2 verb|get-Fin-Ind-Past-S2-irr det|the-Def-Art noun|bottle-Acc aux|be-Fin-Ind-Pres-P3~part|not pron|we-Prs-Nom-P1 ?	No_Error_Present
boy girl p(l)ay together .	intj|boy noun|girl verb|play-Fin-S adv|together .	No_Error_Present
Happy_Meals (.) meals are ready .	noun|happyMeal noun|meal-Plur aux|be-Fin-Ind-Pres-P3 adj|ready-S1 .	No_Error_Present
(wh)at is this ?	pron|what-Int-S1 aux|be-Fin-Ind-Pres-S3 pron|this-Dem-S1 ?	No_Error_Present
xxx this is xxx .	pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 .	No_Error_Present
it's a burger .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|burger .	No_Error_Present
&-uh &-uh it's a burger . [+ srp]	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|burger .	No_Error_Present
dis [: this] is a big xxx .	pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art adj|big-S1 .	No_Error_Present
now I pick it up like dis [: this] .	adv|now pron|I-Prs-Nom-S1 verb|pick-Fin-Ind-Pres-S1 pron|it-Prs-Acc-S3 adp|up adp|like pron|this-Dem-S1 .	No_Error_Present
vis [: this] is table .	pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 noun|table .	No_Error_Present
where's this table in ?	adv|where~aux|be-Fin-Ind-Pres-S3 det|this-Def-Dem-Sing noun|table adp|in ?	No_Error_Present
where's de [: the] table in ?	adv|where~aux|be-Fin-Ind-Pres-S3 det|the-Def-Art noun|table adp|in ?	No_Error_Present
table in now boy .	noun|table adp|in adv|now noun|boy .	No_Error_Present
it's my xxx .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 pron|my-Prs-Gen-S1 .	No_Error_Present
now xxx bus nex(t) veek [: week] .	adv|now noun|bus adj|next-S1 noun|week .	No_Error_Present
too (h)ard i(t)'s too cold .	adv|too adv|hard pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adv|too adj|cold-S1 .	No_Error_Present
and Daniel and is Sarah .	cconj|and propn|Daniel cconj|and aux|be-Fin-Ind-Pres-S3 propn|Sarah .	No_Error_Present
Tom i(s) nice Tom .	propn|Tom aux|be-Fin-Ind-Pres-S3 adj|nice-S1 propn|Tom .	No_Error_Present
is dat [: that] xxx (.) (l)ook .	aux|be-Fin-Ind-Pres-S3 det|that-Def-Dem-Sing noun|look .	No_Error_Present
how nice is Tom &~mm .	adv|how adj|nice-S1 aux|be-Fin-Ind-Pres-S3 propn|Tom .	No_Error_Present
okay v(e)ry nice Tom v(e)ry nice Tom okay .	intj|okay adv|very adj|nice-S1 propn|Tom adv|very adj|nice-S1 propn|Tom intj|okay .	No_Error_Present
ugh zat [: that] my [//] it's my p(l)ate .	intj|ugh sconj|that pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 pron|my-Prs-Gen-S1 noun|plate .	No_Error_Present
I not (d)o a poo now .	pron|I-Prs-Nom-S1 part|not verb|do-Fin-Ind-Pres-S1 det|a-Ind-Art noun|poo-Acc adv|now .	No_Error_Present
dat [: that] way is table .	det|that-Def-Dem-Sing noun|way aux|be-Fin-Ind-Pres-S3 noun|table .	No_Error_Present
Tom is so cold xxx .	propn|Tom aux|be-Fin-Ind-Pres-S3 adv|so adj|cold-S1 .	No_Error_Present
dad (.) where he going ?	noun|dad adv|where pron|he-Prs-Nom-S3 verb|go-Part-Pres-S ?	No_Error_Present
where's the waitress just gone ?	adv|where~aux|be-Fin-Ind-Pres-S3 det|the-Def-Art noun|waitress adv|just adj|gone-S1 ?	No_Error_Present
now where's de [: the] b(r)acelet ?	adv|now adv|where~aux|be-Fin-Ind-Pres-S3 det|the-Def-Art noun|bracelet ?	No_Error_Present
where's de [: the] b(r)acelet ?	adv|where~aux|be-Fin-Ind-Pres-S3 det|the-Def-Art noun|bracelet ?	No_Error_Present
where did it gone ?	adv|where aux|do-Fin-Ind-Past-S3-irr pron|it-Prs-Nom-S3 verb|go-Part-Past-S-irr ?	No_Error_Present
(i)s b(r)ace(let) .	aux|be-Fin-Ind-Pres-S3 noun|bracelet .	No_Error_Present
&-uh won't be a minute .	aux|will-Fin-S~part|not aux|be-Fin-Imp-S det|a-Ind-Art noun|minute .	No_Error_Present
what tis [: it is] a little bit xxx .	pron|what-Int-S1 pron|it-Prs-Nom-S3 aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art adj|little-S1 noun|bit .	No_Error_Present
egg (.) is egg .	noun|egg aux|be-Fin-Ind-Pres-S3 noun|egg .	No_Error_Present
be careful that tree .	aux|be-Fin-Imp-S adj|careful-S1 det|that-Def-Dem-Sing noun|tree-Acc .	No_Error_Present
(that)'s better .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 adj|good-Cmp-S1 .	No_Error_Present
this is table .	pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 noun|table .	No_Error_Present
how do you open this ?	adv|how aux|do-Fin-Ind-Pres-S2 pron|you-Prs-Nom-S2 verb|open-Inf-S pron|this-Dem-S1 ?	No_Error_Present
whose is that one ?	pron|whose-Rel-S1 aux|be-Fin-Ind-Pres-S3 det|that-Def-Dem-Sing noun|one ?	No_Error_Present
what is there ?	pron|what-Int-S1 aux|be-Fin-Ind-Pres-S3 adv|there ?	No_Error_Present
why are turning that down ?	adv|why aux|be-Fin-Ind-Pres-P3 verb|turn-Part-Pres-S pron|that-Dem adp|down ?	No_Error_Present
where does that go ?	adv|where aux|do-Fin-Ind-Pres-S3 pron|that-Dem verb|go-Inf-S ?	No_Error_Present
&-um where's the sink ?	adv|where~aux|be-Fin-Ind-Pres-S3 det|the-Def-Art noun|sink ?	No_Error_Present
but how tome [: come] xxx toilet xxx ?	cconj|but adv|how verb|come-Fin-Ind-Pres-S noun|toilet-Acc ?	No_Error_Present
where's tooker [: cooker] go ?	adv|where~aux|be-Fin-Ind-Pres-S3 noun|cooker verb|go-Fin-S ?	No_Error_Present
mum I don't wanna topy [: copy] it .	noun|mum pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not adv|wanna verb|copy-Inf-S pron|it-Prs-Acc-S3 .	No_Error_Present
actually <&-er want> [/] &-er wanna topy [: copy] it .	adv|actually part|wana noun|copy pron|it-Prs-Acc-S3 .	No_Error_Present
where does she go ?	adv|where aux|do-Fin-Ind-Pres-S3 pron|she-Prs-Nom-S3 verb|go-Inf-S ?	No_Error_Present
but where are &-er stairs ?	cconj|but adv|where aux|be-Fin-Ind-Pres-P3 noun|stair-Plur ?	No_Error_Present
&-er where's dad ?	adv|where~aux|be-Fin-Ind-Pres-S3 noun|dad ?	No_Error_Present
<where does this> [//] how tome [: come] there's some little faces there ?	adv|how verb|come-Fin-Ind-Pres-S3 pron|there-Int-S1~verb|be-Fin-Ind-Pres-S3 det|some-Def-Ind adj|little-S1 noun|face-Plur adv|there ?	No_Error_Present
who tan [: can] knock on ?	pron|who-Int aux|can-Fin-S verb|knock-Inf-S adp|on ?	No_Error_Present
is that mummy's lamp ?	aux|be-Fin-Ind-Pres-S3 det|that-Def-Dem-Sing noun|mummy~part|s noun|lamp ?	No_Error_Present
yeah it is bed time .	intj|yeah pron|it-Prs-Nom-S3 aux|be-Fin-Ind-Pres-S3 noun|bed noun|time .	No_Error_Present
you hafta leave it on .	pron|you-Prs-Nom-S2 aux|hafta-Fin-Ind-Pres-S2 verb|leave-Inf-S pron|it-Prs-Acc-S3 adp|on .	No_Error_Present
and [/] and what can they be their car ?	cconj|and pron|what-Int-S1 aux|can-Fin-S pron|they-Prs-Nom-P3 aux|be-Inf-S pron|their-Prs-Gen-P3 noun|car ?	No_Error_Present
no &-er <don't want> [//] don't like them .	intj|no aux|do-Fin-Imp-S~part|not verb|like-Fin-Imp-S pron|they-Prs-Acc-P3 .	No_Error_Present
ugh don't want that there mum .	intj|ugh aux|do-Fin-Ind-Pres-S3~part|not verb|want-Inf-Imp-S det|that-Def-Dem-Sing pron|there-Prs-Gen-S3 noun|mum-Acc .	No_Error_Present
no mum &-er we're not (a)llowed shake it like this .	det|no-Def-Neg noun|mum pron|we-Prs-Nom-P1~aux|be-Fin-Ind-Pres-P1 part|not verb|allow-Part-Past-S verb|shake-Inf-S pron|it-Prs-Acc-S3 adp|like pron|this-Dem-S1 .	No_Error_Present
mum can we teep [: keep] the story ?	noun|mum-Acc aux|can-Fin-S pron|we-Prs-Nom-P1 verb|keep-Inf-S det|the-Def-Art noun|story-Acc ?	No_Error_Present
no I don't wanna do it today .	intj|no pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not adv|wanna verb|do-Inf-S pron|it-Prs-Acc-S3 noun|today .	No_Error_Present
what can be mummy's car ?	pron|what-Int-S1 aux|can-Fin-S aux|be-Inf-S noun|mummy~part|s noun|car ?	No_Error_Present
but I tan't [: can't] find (a)nother one .	cconj|but pron|I-Prs-Nom-S1 aux|can-Fin-S~part|not verb|find-Inf-S det|another-Def-Ind noun|one-Acc .	No_Error_Present
it's morning !	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 noun|morning-Ger !	No_Error_Present
no it's not morning but just dad going to work .	intj|no pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 part|not noun|morning-Ger cconj|but adv|just noun|dad verb|go-Part-Pres-S adp|to noun|work .	No_Error_Present
mum I don't wanna read the story today .	noun|mum pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not adv|wanna verb|read-Inf-S det|the-Def-Art noun|story-Acc noun|today .	No_Error_Present
but I don't wanna read it !	cconj|but pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not adv|wanna verb|read-Inf-S pron|it-Prs-Acc-S3 !	No_Error_Present
oops that's wrong way oops .	intj|oop pron|that-Dem~aux|be-Fin-Ind-Pres-S3 adj|wrong-S1 noun|way adv|oops .	No_Error_Present
well telling him that how he wears it (.) mum .	intj|well verb|tell-Part-Pres-S pron|he-Prs-Acc-S3 sconj|that adv|how pron|he-Prs-Nom-S3 verb|wear-Fin-Ind-Pres-S3 pron|it-Prs-Acc-S3 noun|mum-Acc .	No_Error_Present
when tan [: can] it be morning mum ?	adv|when aux|can-Fin-S pron|it-Prs-Nom-S3 aux|be-Inf-S noun|morning-Ger noun|mum ?	No_Error_Present
they [/] they don't go school .	pron|they-Prs-Nom-P3 aux|do-Fin-Ind-Pres-P3~part|not verb|go-Inf-S noun|school-Acc .	No_Error_Present
they didn't .	pron|they-Prs-Nom-P3 aux|do-Fin-Ind-Past-P3-irr~part|not .	No_Error_Present
she's a naughty girl .	pron|she-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art adj|naughty-S1 noun|girl .	No_Error_Present
(be)cause she doesn't wanna go to &~scho .	sconj|because pron|she-Prs-Nom-S3 aux|do-Fin-Ind-Pres-S3~part|not adv|wanna verb|go-Inf-S adp|to .	No_Error_Present
(be)cause she doesn't want wake up .	sconj|because pron|she-Prs-Nom-S3 aux|do-Fin-Ind-Pres-S3~part|not verb|want-Inf-S verb|wake-Inf-S adp|up .	No_Error_Present
she doesn't .	pron|she-Prs-Nom-S3 aux|do-Fin-Ind-Pres-S3~part|not .	No_Error_Present
&-um tan [: can] mum (.) she tan [: can] .	aux|can-Fin-S noun|mum pron|she-Prs-Nom-S3 aux|can-Fin-S .	No_Error_Present
she tan [: can] wait .	pron|she-Prs-Nom-S3 aux|can-Fin-S verb|wait-Inf-S .	No_Error_Present
where that (a)nother chair ?	adv|where sconj|that det|another-Def-Ind noun|chair ?	No_Error_Present
mum breakfast not done yet I want porridge .	noun|mum noun|breakfast part|not verb|do-Part-Past-S-irr adv|yet pron|I-Prs-Nom-S1 verb|want-Fin-Ind-Pres-S1 noun|porridge-Acc .	No_Error_Present
we need a pan really .	pron|we-Prs-Nom-P1 verb|need-Fin-Ind-Pres-P1 det|a-Ind-Art noun|pan-Acc adv|really .	No_Error_Present
don't look this way mum .	aux|do-Fin-Imp-S~part|not verb|look-Fin-Imp-S det|this-Def-Dem-Sing noun|way noun|mum-Acc .	No_Error_Present
I'm thirsty .	pron|I-Prs-Nom-S1~aux|be-Fin-Ind-Pres-S1 adj|thirsty-S1 .	No_Error_Present
I don't know .	pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not verb|know-Inf-S .	No_Error_Present
I don't know !	pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not verb|know-Inf-S !	No_Error_Present
mummy (.) have shut the door .	noun|mummy aux|have-Fin-Ind-Pres-P3 verb|shut-Part-Past-S-irr det|the-Def-Art noun|door-Acc .	No_Error_Present
now dad's going back to work .	adv|now noun|dad~aux|be-Fin-Ind-Pres-S3 verb|go-Part-Pres-S adv|back adp|to noun|work .	No_Error_Present
(be)cause it's &-er far away .	sconj|because pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adv|far adv|away .	No_Error_Present
(pre)tend he's xxx crying .	verb|pretend-Fin-Imp-S pron|he-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|cry-Part-Pres-S .	No_Error_Present
can I turn this up ?	aux|can-Fin-S pron|I-Prs-Nom-S1 verb|turn-Inf-S pron|this-Dem-S1 adp|up ?	No_Error_Present
(be)cause you're not bothered with it ?	sconj|because pron|you-Prs-Nom-S2~aux|be-Fin-Ind-Pres-S2 part|not verb|bother-Part-Past-S adp|with pron|it-Prs-Acc-S3 ?	No_Error_Present
xxx I'm busy today .	pron|I-Prs-Nom-S1~aux|be-Fin-Ind-Pres-S1 adj|busy-S1 noun|today .	No_Error_Present
I'm busy he's busy today he is .	pron|I-Prs-Nom-S1~aux|be-Fin-Ind-Pres-S1 adj|busy-S1 pron|he-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adj|busy-S1 noun|today pron|he-Prs-Nom-S3 aux|be-Fin-Ind-Pres-S3 .	No_Error_Present
he too busy .	pron|he-Prs-Nom-S3 adv|too adj|busy-S1 .	No_Error_Present
are you just watching it ?	aux|be-Fin-Ind-Pres-S2 pron|you-Prs-Nom-S2 adv|just verb|watch-Part-Pres-S pron|it-Prs-Acc-S3 ?	No_Error_Present
what shall I do to the house now ?	pron|what-Int-S1 aux|shall-Fin-S pron|I-Prs-Nom-S1 verb|do-Inf-S adp|to det|the-Def-Art noun|house adv|now ?	No_Error_Present
he doesn't .	pron|he-Prs-Nom-S3 aux|do-Fin-Ind-Pres-S3~part|not .	No_Error_Present
where [//] what are these (.) tell me what to do with these .	pron|what-Int-S1 aux|be-Fin-Ind-Pres-P3 pron|this-Dem-P1 verb|tell-Inf-S pron|I-Prs-Acc-S1 pron|what-Int-S1 part|to verb|do-Inf-S adp|with pron|this-Dem-P1 .	No_Error_Present
not &-er no not fit .	part|not adv|no part|not noun|fit .	No_Error_Present
oh it's heavy .	intj|oh pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adj|heavy-S1 .	No_Error_Present
that one's got the xxx .	sconj|that pron|one-Prs-S3~aux|be-Fin-Ind-Pres-S3 verb|get-Part-Past-S-irr det|the-Def-Art .	No_Error_Present
she's at the ho(sp)ital .	pron|she-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adp|at det|the-Def-Art noun|hospital .	No_Error_Present
but she's got her eyes open .	cconj|but pron|she-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|get-Part-Past-S-irr pron|her-Prs-Gen-S3 noun|eye-Plur-Acc adj|open-S1 .	No_Error_Present
I don't know .	pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not verb|know-Inf-S .	No_Error_Present
<I wanna> [/] I wanna pick one again .	pron|I-Prs-Nom-S1 aux|wanna-Fin-S verb|pick-Fin-Ind-Pres-S1 num|one adv|again .	No_Error_Present
she's having her nails tut [: cut] .	pron|she-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|have-Part-Pres-S pron|her-Prs-Gen-S3 noun|nail-Plur-Acc verb|cut-Part-Past-S-irr .	No_Error_Present
you hurt me though .	pron|you-Prs-Nom-S2 verb|hurt-Fin-Ind-Pres-S2 pron|I-Prs-Acc-S1 adv|though .	No_Error_Present
that clinic where they have their nails cut ?	det|that-Def-Dem-Sing noun|clinic adv|where pron|they-Prs-Nom-P3 verb|have-Fin-Ind-Pres-P3 pron|their-Prs-Gen-P3 noun|nail-Plur-Acc verb|cut-Part-Past-S-irr ?	No_Error_Present
put [/] put them there put them there .	verb|put-Fin-Imp-S pron|they-Prs-Acc-P3 adv|there verb|put-Fin-Imp-S pron|they-Prs-Acc-P3 adv|there .	No_Error_Present
car's broken down .	noun|car~aux|be-Fin-Ind-Pres-S3 verb|break-Part-Past-S-irr adp|down .	No_Error_Present
++ are fixing it .	aux|be-Fin-Ind-Pres-P3 verb|fix-Part-Pres-S pron|it-Prs-Acc-S3 .	No_Error_Present
oh mum oh mum xxx going sink under .	intj|oh intj|mum intj|oh noun|mum verb|go-Part-Pres-S verb|sink-Inf-S adv|under .	No_Error_Present
oh they might be going under the (w)ater .	intj|oh pron|they-Prs-Nom-P3 aux|might-Fin-S aux|be-Inf-S verb|go-Part-Pres-S adp|under det|the-Def-Art noun|water .	No_Error_Present
what time is it ?	det|what-Def-Int noun|time aux|be-Fin-Ind-Pres-S3 pron|it-Prs-Nom-S3 ?	No_Error_Present
he's fixing wall .	pron|he-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|fix-Part-Pres-S noun|wall-Acc .	No_Error_Present
who is he ?	pron|who-Int aux|be-Fin-Ind-Pres-S3 pron|he-Prs-Nom-S3 ?	No_Error_Present
what are they doing ?	pron|what-Int-S1 aux|be-Fin-Ind-Pres-P3 pron|they-Prs-Nom-P3 verb|do-Part-Pres-S ?	No_Error_Present
one them might be making xxx patterns .	num|one pron|they-Prs-Acc-P3 aux|might-Fin-S aux|be-Inf-S verb|make-Part-Pres-S noun|pattern-Plur-Acc .	No_Error_Present
what's that one xxx ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 det|that-Def-Dem-Sing noun|one ?	No_Error_Present
<are going do> [//] are doing all of them ?	aux|be-Fin-Ind-Pres-P3 verb|do-Part-Pres-S det|all-Def-Tot adp|of pron|they-Prs-Acc-P3 ?	No_Error_Present
I don't wanna do that one .	pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not adv|wanna verb|do-Inf-S det|that-Def-Dem-Sing noun|one-Acc .	No_Error_Present
that one's easy for me .	sconj|that pron|one-Prs-S3~aux|be-Fin-Ind-Pres-S3 adj|easy-S1 adp|for pron|I-Prs-Acc-S1 .	No_Error_Present
what's that lady doing now ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 det|that-Def-Dem-Sing noun|lady verb|do-Part-Pres-S adv|now ?	No_Error_Present
yeah then the truck will come ?	intj|yeah adv|then det|the-Def-Art noun|truck aux|will-Fin-S verb|come-Inf-S ?	No_Error_Present
<that not> [//] <that says> [//] where's [/] where's it say Morrison's then ?	adv|where~aux|be-Fin-Ind-Pres-S3 pron|it-Prs-Nom-S3 verb|say-Inf-S propn|Morrison~part|s adv|then ?	No_Error_Present
I don't know .	pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not verb|know-Inf-S .	No_Error_Present
&~mm (.) makes sure everything's dood [: good] ?	verb|make-Fin-Ind-Pres-S3 adj|sure-S1 pron|everything-Tot-S1~aux|be-Fin-Ind-Pres-S3 adj|good-S1 ?	No_Error_Present
does it go that way or that way ?	aux|do-Fin-Ind-Pres-S3 pron|it-Prs-Nom-S3 verb|go-Inf-S det|that-Def-Dem-Sing noun|way cconj|or det|that-Def-Dem-Sing noun|way ?	No_Error_Present
and that's the back ?	cconj|and pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|the-Def-Art noun|back ?	No_Error_Present
the door there .	det|the-Def-Art noun|door adv|there .	No_Error_Present
workmen are fixing the path .	noun|workmen-Plur aux|be-Fin-Ind-Pres-P3 verb|fix-Part-Pres-S det|the-Def-Art noun|path-Acc .	No_Error_Present
that one's too easy for me .	sconj|that pron|one-Prs-S3~aux|be-Fin-Ind-Pres-S3 adv|too adj|easy-S1 adp|for pron|I-Prs-Acc-S1 .	No_Error_Present
oh yeah how come it's xxx .	intj|oh intj|yeah adv|how verb|come-Fin-Ind-Pres-S3 pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 .	No_Error_Present
should put it there mum .	aux|should-Fin-S verb|put-Inf-S pron|it-Prs-Acc-S3 adv|there noun|mum .	No_Error_Present
that one's too easy .	sconj|that pron|one-Prs-S3~aux|be-Fin-Ind-Pres-S3 adv|too adj|easy-S1 .	No_Error_Present
I've done this one .	pron|I-Prs-Nom-S1~aux|have-Fin-Ind-Pres-S1 verb|do-Part-Past-S-irr det|this-Def-Dem-Sing noun|one-Acc .	No_Error_Present
the workmen are fixing +//.	det|the-Def-Art noun|workmen-Plur aux|be-Fin-Ind-Pres-P3 verb|fix-Part-Pres-S +//.	No_Error_Present
&-um what were they called ?	pron|what-Int-S1 aux|be-Fin-Ind-Past-P3-irr pron|they-Prs-Nom-P3 verb|call-Part-Past-S ?	No_Error_Present
he's checking if the tooths [: teeth] [*] .	pron|he-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|check-Part-Pres-S sconj|if det|the-Def-Art noun|tooth-Plur .	Error_Present
when are we going to dentist ?	adv|when aux|be-Fin-Ind-Pres-P1 pron|we-Prs-Nom-P1 verb|go-Part-Pres-S part|to verb|dentist-Inf-S ?	No_Error_Present
a train is moving .	det|a-Ind-Art noun|train aux|be-Fin-Ind-Pres-S3 verb|move-Part-Pres-S .	No_Error_Present
&-um I don't know .	pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not verb|know-Inf-S .	No_Error_Present
no (.) what is it ?	intj|no pron|what-Int-S1 aux|be-Fin-Ind-Pres-S3 pron|it-Prs-Nom-S3 ?	No_Error_Present
that what men are called ?	sconj|that det|what-Def-Int noun|man-Plur aux|be-Fin-Ind-Pres-P3 verb|call-Part-Past-S ?	No_Error_Present
what are +/.	pron|what-Int-S1 aux|be-Fin-Ind-Pres-P3 +/.	No_Error_Present
<how do we> [//] how [//] what [/] what are switches for ?	pron|what-Int-S1 aux|be-Fin-Ind-Pres-P3 noun|switch-Plur adp|for ?	No_Error_Present
&-er just the man ?	adv|just det|the-Def-Art noun|man ?	No_Error_Present
put that back then .	verb|put-Fin-Imp-S pron|that-Dem adv|back adv|then .	No_Error_Present
if that's too &-er that's too easy for me .	sconj|if pron|that-Dem~aux|be-Fin-Ind-Pres-S3 adv|too pron|that-Dem~aux|be-Fin-Ind-Pres-S3 adv|too adj|easy-S1 adp|for pron|I-Prs-Acc-S1 .	No_Error_Present
it is mum .	pron|it-Prs-Nom-S3 aux|be-Fin-Ind-Pres-S3 noun|mum .	No_Error_Present
he's a policeman .	pron|he-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|policeman .	No_Error_Present
I don't know .	pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not verb|know-Inf-S .	No_Error_Present
now they're all gone now look .	adv|now pron|they-Prs-Nom-P3~aux|be-Fin-Ind-Pres-P3 adv|all adj|gone-S1 adv|now verb|look-Fin-S .	No_Error_Present
well <there &~lot> [//] I got lots out there .	intj|well pron|I-Prs-Nom-S1 verb|get-Fin-Ind-Past-S1-irr noun|lot-Plur-Acc adp|out adv|there .	No_Error_Present
then we can do them again in minute ?	adv|then pron|we-Prs-Nom-P1 aux|can-Fin-S verb|do-Inf-S pron|they-Prs-Acc-P3 adv|again adp|in noun|minute ?	No_Error_Present
they're making glasses .	pron|they-Prs-Nom-P3~aux|be-Fin-Ind-Pres-P3 verb|make-Part-Pres-S noun|glasses-Ptan-Acc .	No_Error_Present
fitting them just making them .	verb|fit-Part-Pres-S pron|they-Prs-Acc-P3 adv|just verb|make-Part-Pres-S pron|they-Prs-Acc-P3 .	No_Error_Present
like nana does ?	intj|like propn|nana aux|do-Fin-Ind-Pres-S3 ?	No_Error_Present
I don't know .	pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not verb|know-Inf-S .	No_Error_Present
&-er shall I get one more out ?	aux|shall-Fin-S pron|I-Prs-Nom-S1 verb|get-Inf-S num|one adj|more-Cmp-S1 adp|out ?	No_Error_Present
did I have that one ?	aux|do-Fin-Ind-Past-S1-irr pron|I-Prs-Nom-S1 verb|have-Inf-S det|that-Def-Dem-Sing noun|one-Acc ?	No_Error_Present
I will .	pron|I-Prs-Nom-S1 aux|will-Fin-S .	No_Error_Present
<that &-er> [//] that [//] that's a good one .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art adj|good-S1 noun|one .	No_Error_Present
it is .	pron|it-Prs-Nom-S3 aux|be-Fin-Ind-Pres-S3 .	No_Error_Present
xxx he's just looking at him .	pron|he-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adv|just verb|look-Part-Pres-S adp|at pron|he-Prs-Acc-S3 .	No_Error_Present
then just throw him back in the water ?	adv|then adv|just verb|throw-Fin-Imp-S pron|he-Prs-Acc-S3 adv|back adp|in det|the-Def-Art noun|water ?	No_Error_Present
we've had that one &~uhn haven't we mum ?	pron|we-Prs-Nom-P1~aux|have-Fin-Ind-Pres-P1 verb|have-Part-Past-S-irr det|that-Def-Dem-Sing noun|one-Acc aux|have-Fin-Ind-Pres-P1~part|not pron|we-Prs-Nom-P1 noun|mum ?	No_Error_Present
we've had that one .	pron|we-Prs-Nom-P1~aux|have-Fin-Ind-Pres-P1 verb|have-Part-Past-S-irr det|that-Def-Dem-Sing noun|one-Acc .	No_Error_Present
we've had that one . [+ srp]	pron|we-Prs-Nom-P1~aux|have-Fin-Ind-Pres-P1 verb|have-Part-Past-S-irr det|that-Def-Dem-Sing noun|one-Acc .	No_Error_Present
we've had that one . [+ srp]	pron|we-Prs-Nom-P1~aux|have-Fin-Ind-Pres-P1 verb|have-Part-Past-S-irr det|that-Def-Dem-Sing noun|one-Acc .	No_Error_Present
and we don't xxx .	cconj|and pron|we-Prs-Nom-P1 aux|do-Fin-Ind-Pres-P1~part|not .	No_Error_Present
we've had xxx +/.	pron|we-Prs-Nom-P1~aux|have-Fin-Ind-Pres-P1 verb|have-Part-Past-S-irr +/.	No_Error_Present
you haven't had them .	pron|you-Prs-Nom-S2 aux|have-Fin-Ind-Pres-S2~part|not verb|have-Part-Past-S-irr pron|they-Prs-Acc-P3 .	No_Error_Present
we haven't had that one .	pron|we-Prs-Nom-P1 aux|have-Fin-Ind-Pres-P1~part|not verb|have-Part-Past-S-irr det|that-Def-Dem-Sing noun|one-Acc .	No_Error_Present
(be)cause we've all [//] done them all ?	sconj|because pron|we-Prs-Nom-P1~aux|have-Fin-Ind-Pres-P1 verb|do-Part-Past-S-irr pron|they-Prs-Acc-P3 det|all-Def-Tot ?	No_Error_Present
